pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_radv,st_sp,st_lum,st_metfe,st_acts,st_actr,pl_msinie,pl_disc
HATS-1,b,Transit,3.44645900,0.044400,0.120000,1.85500,,1.302,1.03000,85.600,0,175.525330,-23.354836,303.00,,5870.00,0.99,1.04,,,,,0.041,,,,,2012
HD 100655,b,Radial Velocity,157.57000000,0.760000,0.085000,,1.70000,,,,0,173.765640,20.441545,140.85,6.438,,,,HD 100655,HIP 56508,,5.00,,,,,540.00000,2011
HD 100777,b,Radial Velocity,383.70000000,1.030000,0.360000,,1.16000,,,,0,173.964676,-4.755697,52.80,8.418,,,,HD 100777,HIP 56572,,4.80,,,,,368.66700,2007
HD 10180,c,Radial Velocity,5.75979000,0.064100,0.045000,,0.04122,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,13.10000,2010
HD 10180,d,Radial Velocity,16.35790000,0.128600,0.088000,,0.03697,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,11.75000,2010
HD 10180,e,Radial Velocity,49.74500000,0.269900,0.026000,,0.07898,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,25.10000,2010
HD 10180,f,Radial Velocity,122.76000000,0.492900,0.135000,,0.07520,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,23.90000,2010
HD 10180,g,Radial Velocity,601.20000000,1.422000,0.190000,,0.06733,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,21.40000,2010
HD 10180,h,Radial Velocity,2222.00000000,3.400000,0.080000,,0.20263,,,,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,35.20,4.10,,,0.153,-5.040,64.40000,2010
HD 101930,b,Radial Velocity,70.46000000,0.302000,0.110000,,0.30000,,,,0,175.875458,-58.006886,30.50,8.216,,,,HD 101930,HIP 57172,,5.10,,,,,95.34498,2005
HD 102117,b,Radial Velocity,20.80790000,0.153200,0.106000,,0.17200,,,,0,176.210251,-58.703709,42.00,7.448,,,,HD 102117,HIP 57291,48.90,4.60,,,,,54.66400,2004
HD 102195,b,Radial Velocity,4.11377500,,0.000000,,0.45000,,,,0,176.426224,2.821483,28.98,8.062,,,,HD 102195,HIP 57370,,5.00,,,,,140.00000,2005
HD 102272,b,Radial Velocity,127.58000000,0.614000,0.050000,,5.90000,,,,0,176.598068,14.123986,164.20,8.711,,,,HD 102272,HIP 57428,,5.20,,,,,1875.11800,2008
HD 102272,c,Radial Velocity,520.00000000,1.570000,0.680000,,2.60000,,,,0,176.598068,14.123986,164.20,8.711,,,,HD 102272,HIP 57428,,5.20,,,,,826.32300,2008
HD 102329,b,Radial Velocity,778.10000000,2.010000,0.211000,,5.90000,,,,0,176.694351,3.474293,138.50,7.886,,,,HD 102329,HIP 57467,,5.00,,,,,1880.00000,2011
HD 102365,b,Radial Velocity,122.10000000,0.460000,0.340000,,0.05000,,,,0,176.629471,-40.500355,9.24,4.910,,,,HD 102365,HIP 57443,16.80,4.40,,,0.168,-4.950,16.00000,2010
HD 102956,b,Radial Velocity,6.49500000,0.081000,0.048000,,0.96000,,,,0,177.843796,57.640736,121.07,7.851,,,,HD 102956,HIP 57820,,4.50,,,,,305.10400,2010
HD 103197,b,Radial Velocity,47.80000000,,,,0.10000,,,,0,178.220749,-50.292824,49.33,9.391,,,,HD 103197,HIP 57931,,5.10,,,,,31.78166,2009
HD 104067,b,Radial Velocity,55.80600000,0.264300,,,0.18600,,,,0,179.791702,-20.353781,20.82,7.920,,,,HD 104067,HIP 58451,15.00,5.20,,,0.437,,59.11390,2009
HD 104985,b,Radial Velocity,198.20000000,0.780000,0.030000,,6.30000,,,,0,181.312988,76.905731,102.04,5.800,,,,HD 104985,HIP 58952,,5.00,,,0.076,,2000.00000,2003
HD 106252,b,Radial Velocity,1531.00000000,2.611000,0.482000,,6.92000,,,,0,183.372955,10.041638,37.44,7.408,,,,HD 106252,HIP 59610,15.40,4.00,,,0.163,-4.970,2200.00000,2002
HD 106270,b,Radial Velocity,2890.00000000,4.300000,0.402000,,11.00000,,,,0,183.405350,-9.513381,87.87,7.577,,,,HD 106270,HIP 59625,23.70,4.50,,,,,3500.00000,2011
HD 10647,b,Radial Velocity,1003.00000000,2.030000,0.160000,,0.93000,,,,0,25.622149,-53.740833,17.35,5.519,,,,HD 10647,HIP 7978,27.50,3.80,,,,,300.00000,2003
HD 106515A,b,Radial Velocity,3630.00000000,,0.600000,10.49980,,,,,0,183.777359,-7.257327,36.36,7.971,,,,HD 106515A,HIP 59743A,,5.10,,,,,,2011
HD 10697,b,Radial Velocity,1075.20000000,2.131000,0.099000,,6.21000,,,,0,26.232603,20.083149,32.56,6.279,,,,HD 10697,HIP 8159,-46.60,4.50,,,0.149,-5.080,1970.00000,2000
HD 107148,b,Radial Velocity,48.05600000,0.269000,0.050000,,0.21000,,,,0,184.806213,-3.319789,51.26,8.015,,,,HD 107148,HIP 60081,25.20,4.50,,,0.157,-5.030,66.74100,2006
HD 108147,b,Radial Velocity,10.89850000,0.102000,0.530000,,0.26100,,,,0,186.442780,-64.022087,38.56,6.995,,,,HD 108147,HIP 60644,-5.40,3.90,,,0.188,-4.780,83.00000,2002
HD 108863,b,Radial Velocity,443.40000000,1.400000,0.100000,,2.60000,,,,0,187.582962,21.948244,138.50,7.739,,,,HD 108863,HIP 61020,,5.00,,,,,826.00000,2011
HD 108874,b,Radial Velocity,394.48000000,1.053000,0.128000,,1.34000,,,,0,187.612015,22.879829,68.54,8.738,,,,HD 108874,HIP 61028,-30.70,4.50,,,0.150,-5.080,426.00000,2003
HD 108874,c,Radial Velocity,1680.00000000,2.770000,0.273000,,1.06400,,,,0,187.612015,22.879829,68.54,8.738,,,,HD 108874,HIP 61028,-30.70,4.50,,,0.150,-5.080,338.20000,2005
HD 109246,b,Radial Velocity,68.27000000,0.330000,0.120000,,0.77000,,,,0,188.029953,74.489548,65.62,8.757,,,,HD 109246,HIP 61177,,4.00,,,,,244.71900,2010
HD 109749,b,Radial Velocity,5.24000000,0.063500,0.010000,,0.28000,,,,0,189.318237,-40.812115,59.03,8.208,,,,HD 109749,HIP 61595A,-13.70,4.30,,,,,89.00000,2005
HD 110014,b,Radial Velocity,835.47700000,2.140000,0.462000,,11.09000,,,,0,189.811523,-7.995564,97.66,4.670,,,,HD 110014,HIP 61740,,5.20,,,,,3525.00000,2009
HD 111232,b,Radial Velocity,1143.00000000,1.970000,0.200000,,6.80000,,,,0,192.215637,-68.425148,28.88,7.607,,,,HD 111232,HIP 62534,103.80,4.80,,,0.166,-4.980,2160.00000,2004
HD 113538,b,Radial Velocity,263.30000000,0.710000,0.610000,,0.27000,,,,0,196.239487,-52.442924,15.71,9.070,,,,HD 113538,HIP 63833,38.20,5.25,,,,,85.81050,2010
HD 113538,c,Radial Velocity,1657.00000000,2.430000,0.320000,,0.71000,,,,0,196.239487,-52.442924,15.71,9.070,,,,HD 113538,HIP 63833,38.20,5.25,,,,,225.65000,2010
HD 114386,b,Radial Velocity,937.70000000,1.650000,0.230000,,1.24000,,,,0,197.665924,-35.054783,28.04,8.715,,,,HD 114386,HIP 64295,34.00,5.30,,,,,394.09260,2003
HD 114386,c,Radial Velocity,1046.00000000,,0.060000,1.18622,,,,,0,197.665924,-35.054783,28.04,8.715,,,,HD 114386,HIP 64295,34.00,5.30,,,,,,2011
HD 114729,b,Radial Velocity,1114.00000000,2.110000,0.167000,,0.95000,,,,0,198.184402,-31.873348,35.00,6.695,,,,HD 114729,HIP 64459,64.40,4.00,,,0.147,-5.050,300.00000,2002
HD 114762,b,Radial Velocity,83.88800000,0.363000,0.335900,,11.68000,,,,0,198.082260,17.517122,40.57,7.301,,,,HD 114762,HIP 64426,49.20,3.80,,,,,3710.00000,1989
HD 114783,b,Radial Velocity,493.70000000,1.160000,0.144000,,1.10000,,,,0,198.182434,-2.265040,20.43,7.563,,,,HD 114783,HIP 64457,-12.80,5.10,,,0.215,,350.00000,2001
HD 11506,b,Radial Velocity,1271.00000000,2.430000,0.220000,,3.44000,,,,0,28.210558,-19.506975,53.82,7.513,,,,HD 11506,HIP 8770,-8.10,4.00,,,,,1093.28900,2007
HD 11506,c,Radial Velocity,170.60000000,0.639000,0.420000,,0.82000,,,,0,28.210558,-19.506975,53.82,7.513,,,,HD 11506,HIP 8770,-8.10,4.00,,,,,260.61000,2009
HD 116029,b,Radial Velocity,670.20000000,1.730000,0.210000,,2.10000,,,,0,200.164764,24.648699,110.62,7.871,,,,HD 116029,HIP 65117,,5.00,,,,,667.00000,2011
HD 117207,b,Radial Velocity,2597.00000000,3.790000,0.144000,,1.88000,,,,0,202.337967,-35.570995,33.01,7.247,,,,HD 117207,HIP 65808,-17.90,4.80,,,0.152,-5.060,597.00000,2004
HD 117618,b,Radial Velocity,25.82700000,0.176000,0.420000,,0.17800,,,,0,203.106476,-47.271362,38.02,7.169,,,,HD 117618,HIP 66047,0.90,4.20,,,,,56.60000,2004
HD 118203,b,Radial Velocity,6.13350000,0.070000,0.309000,,2.13000,,,,0,203.510574,53.728531,88.57,8.057,,,,HD 118203,HIP 66192,,5.00,,,,,677.00000,2005
HD 11964,b,Radial Velocity,1945.00000000,3.160000,0.041000,,0.62200,,,,0,29.290026,-10.242428,33.98,6.410,,,,HD 11964,HIP 9094,-9.40,4.80,,,0.138,-5.160,198.00000,2005
HD 11964,c,Radial Velocity,37.91000000,0.229000,0.300000,,0.07880,,,,0,29.290026,-10.242428,33.98,6.410,,,,HD 11964,HIP 9094,-9.40,4.80,,,0.138,-5.160,25.00000,2005
HD 11977,b,Radial Velocity,711.00000000,1.930000,0.400000,,6.54000,,,,0,28.733881,-67.647301,66.49,4.690,,,,HD 11977,HIP 8928,,4.80,,,,,2080.00000,2005
HD 121504,b,Radial Velocity,63.33000000,0.330000,0.030000,,1.22000,,,,0,209.321823,-56.040043,44.37,7.517,,,,HD 121504,HIP 68162,19.30,4.20,,,0.188,,388.00000,2003
HD 122430,b,Radial Velocity,344.95000000,1.020000,0.680000,,3.71000,,,,0,210.594925,-27.429773,133.16,5.469,,,,HD 122430,HIP 68581,,5.25,,,,,1180.00000,2003
HD 125595,b,Radial Velocity,9.67370000,0.080900,,,0.04130,,,,0,215.346603,-40.393948,27.45,9.000,,,,HD 125595,HIP 70170,,5.35,,,,,13.12580,2009
HD 125612,b,Radial Velocity,559.40000000,1.370000,0.460000,,3.00000,,,,0,215.222977,-17.481522,52.83,8.317,,,,HD 125612,HIP 70123,-18.40,4.30,,,,,968.00000,2007
HD 125612,c,Radial Velocity,4.15470000,0.050000,0.270000,,0.05800,,,,0,215.222977,-17.481522,52.83,8.317,,,,HD 125612,HIP 70123,-18.40,4.30,,,,,18.00000,2009
HD 125612,d,Radial Velocity,3008.00000000,4.200000,0.280000,,7.20000,,,,0,215.222977,-17.481522,52.83,8.317,,,,HD 125612,HIP 70123,-18.40,4.30,,,,,2286.00000,2009
HD 126525,b,Radial Velocity,948.12000000,1.810500,0.130000,,0.22400,,,,0,216.887375,-51.933086,38.05,7.840,,,,HD 126525,HIP 70695,12.50,4.50,,,0.175,-4.930,71.19000,2011
HD 12661,b,Radial Velocity,262.70900000,0.831000,0.376800,,2.30000,,,,0,31.142866,25.414305,37.16,7.425,,,,HD 12661,HIP 9683,-47.30,5.00,,,0.150,-5.080,731.00000,2000
HD 12661,c,Radial Velocity,1708.00000000,2.900000,0.031000,,1.92000,,,,0,31.142866,25.414305,37.16,7.425,,,,HD 12661,HIP 9683,-47.30,5.00,,,0.150,-5.080,610.00000,2002
HD 126614,b,Radial Velocity,1244.00000000,2.350000,0.410000,,0.38000,,,,0,216.701172,-5.177780,68.35,8.788,,,,HD 126614,HIP 70623,-33.10,4.80,,,0.142,-5.140,120.00000,2010
HD 128311,b,Radial Velocity,454.20000000,1.086000,0.345000,,1.45000,,,,0,219.002335,9.746518,16.57,7.487,,,,HD 128311,HIP 71395,-9.60,5.28,,,0.700,,461.00000,2002
HD 128311,c,Radial Velocity,923.80000000,1.745000,0.230000,,3.24000,,,,0,219.002335,9.746518,16.57,7.487,,,,HD 128311,HIP 71395,-9.60,5.28,,,0.700,,1030.00000,2005
HD 129445,b,Radial Velocity,1840.00000000,2.900000,0.700000,,1.60000,,,,0,221.512772,-68.762749,67.61,8.787,,,,HD 129445,HIP 72203,7.50,4.60,,,,,508.50700,2010
HD 130322,b,Radial Velocity,10.70850000,0.089600,0.011000,,1.04000,,,,0,221.886368,-0.281476,29.76,8.031,,,,HD 130322,HIP 72339,-12.60,5.00,,,0.230,-4.780,331.00000,1999
HD 131496,b,Radial Velocity,883.00000000,2.090000,0.163000,,2.20000,,,,0,223.345947,18.235401,121.36,7.799,,,,HD 131496,HIP 72845,,5.00,,,,,699.00000,2011
HD 131664,b,Radial Velocity,1951.00000000,3.170000,0.638000,,18.15000,,,,0,225.025314,-73.535339,57.21,8.128,,,,HD 131664,HIP 73408,34.70,4.30,,,,,5768.37100,2008
HD 13189,b,Radial Velocity,471.60000000,1.850000,0.270000,,14.00000,,,,0,32.417381,32.316437,300.30,7.556,,,,HD 13189,HIP 10085,,5.20,,,,,4400.00000,2005
HD 132406,b,Radial Velocity,974.00000000,1.980000,0.340000,,5.61000,,,,0,224.227707,53.382168,70.97,8.467,,,,HD 132406,HIP 73146,,4.00,,,,,1782.95100,2007
HD 132563,b,Radial Velocity,1544.00000000,2.620000,0.220000,,1.49000,,,,0,224.589661,44.043148,98.52,8.928,,,,HD 132563,HIP 73261A,,3.80,,,,,473.54700,2011
HD 134060,b,Radial Velocity,3.27000000,0.044400,0.400000,,0.03510,,,,0,227.686432,-61.422321,24.15,6.300,,,,HD 134060,HIP 74273,37.40,4.20,,,0.166,-4.950,11.16000,2011
HD 134060,c,Radial Velocity,1160.90000000,2.226300,0.750000,,0.15070,,,,0,227.686432,-61.422321,24.15,6.300,,,,HD 134060,HIP 74273,37.40,4.20,,,0.166,-4.950,47.89500,2011
HD 134606,b,Radial Velocity,12.08300000,0.102300,0.150000,,0.02920,,,,0,228.812683,-70.519623,26.91,6.854,,,,HD 134606,HIP 74653,2.30,4.50,,,,,9.28000,2011
HD 134606,c,Radial Velocity,59.51900000,0.296200,0.290000,,0.03820,,,,0,228.812683,-70.519623,26.91,6.854,,,,HD 134606,HIP 74653,2.30,4.50,,,,,12.14000,2011
HD 134606,d,Radial Velocity,459.26000000,1.156700,0.460000,,0.12100,,,,0,228.812683,-70.519623,26.91,6.854,,,,HD 134606,HIP 74653,2.30,4.50,,,,,38.46000,2011
HD 134987,b,Radial Velocity,258.19000000,0.810000,0.233000,,1.59000,,,,0,228.369446,-25.309347,25.65,6.450,,,,HD 134987,HIP 74500,4.70,4.50,,,0.147,-5.090,505.00000,1999
HD 134987,c,Radial Velocity,5000.00000000,5.800000,0.120000,,0.82000,,,,0,228.369446,-25.309347,25.65,6.450,,,,HD 134987,HIP 74500,4.70,4.50,,,0.147,-5.090,260.00000,2009
HD 136352,b,Radial Velocity,11.57700000,0.093300,0.180000,,0.01660,,,,0,230.450623,-48.317627,14.56,5.650,,,,HD 136352,HIP 75181,-69.00,4.40,,,0.175,-4.910,5.27600,2011
HD 136352,c,Radial Velocity,27.58200000,0.166500,0.160000,,0.03580,,,,0,230.450623,-48.317627,14.56,5.650,,,,HD 136352,HIP 75181,-69.00,4.40,,,0.175,-4.910,11.38000,2011
HD 136352,d,Radial Velocity,106.72000000,0.411000,0.430000,,0.03000,,,,0,230.450623,-48.317627,14.56,5.650,,,,HD 136352,HIP 75181,-69.00,4.40,,,0.175,-4.910,9.50000,2011
HD 136418,b,Radial Velocity,464.30000000,1.320000,0.255000,,2.00000,,,,0,229.775757,41.733208,106.38,7.879,,,,HD 136418,HIP 74961,,4.50,,,,,635.63300,2010
HD 137388A,b,Radial Velocity,330.00000000,0.890000,0.360000,,0.22300,,,,0,233.916367,-80.204590,38.45,8.696,,,,HD 137388A,HIP 76351,25.80,5.20,,,,,70.87310,2011
HD 13808,b,Radial Velocity,14.18200000,0.101700,0.170000,,0.03250,,,,0,33.178856,-53.743893,28.60,8.381,,,,HD 13808,HIP 10301,40.40,5.20,,,,,10.33000,2011
HD 13808,c,Radial Velocity,53.83200000,0.247600,0.430000,,0.03600,,,,0,33.178856,-53.743893,28.60,8.381,,,,HD 13808,HIP 10301,40.40,5.20,,,,,11.40000,2011
HD 13931,b,Radial Velocity,4218.00000000,5.150000,0.020000,,1.88000,,,,0,34.197414,43.772995,45.52,7.597,,,,HD 13931,HIP 10626,30.30,4.00,,,0.154,-5.030,597.00000,2010
HD 139357,b,Radial Velocity,1125.70000000,2.360000,0.100000,,9.76000,,,,0,233.817490,53.922142,121.36,5.964,,,,HD 139357,HIP 76311,,5.00,,,,,3101.89000,2009
HD 141937,b,Radial Velocity,653.22000000,1.520000,0.410000,,9.70000,,,,0,238.073120,-18.436066,33.46,7.250,,,,HD 141937,HIP 77740,-3.30,4.25,,,0.169,-4.940,3080.00000,2002
HD 142,b,Radial Velocity,349.70000000,1.020000,0.170000,,1.25000,,,,0,1.579898,-49.075191,25.70,5.700,6403.00,1.23,1.47,HD 142,HIP 522,5.30,3.70,,,,,397.27100,2001
HD 142,c,Radial Velocity,6005.00000000,6.800000,0.210000,,5.30000,,,,0,1.579898,-49.075191,25.70,5.700,6403.00,1.23,1.47,HD 142,HIP 522,5.30,3.70,,,,,1684.42800,2012
HD 142022A,b,Radial Velocity,1928.00000000,3.030000,0.530000,,5.10000,,,,0,242.562592,-84.231613,35.87,7.655,,,,HD 142022A,HIP 79242,-10.00,4.90,,,,,1600.00000,2005
HD 142245,b,Radial Velocity,1299.00000000,2.770000,0.320000,,1.90000,,,,0,238.234497,15.430708,106.38,7.452,,,,HD 142245,HIP 77783,,5.00,,,,,604.00000,2011
HD 142415,b,Radial Velocity,386.30000000,1.050000,0.500000,,1.62000,,,,0,239.419968,-60.200256,34.57,7.327,,,,HD 142415,HIP 78169,-12.00,4.10,,,0.234,-4.660,515.00000,2003
HD 143361,b,Radial Velocity,1057.00000000,2.000000,0.150000,,3.12000,,,,0,240.459778,-44.434536,59.35,9.225,,,,HD 143361,HIP 78521,-1.50,4.60,,,,,991.58800,2008
HD 145377,b,Radial Velocity,103.95000000,0.450000,0.307000,,5.76000,,,,0,242.901855,-27.078173,55.19,8.095,,,,HD 145377,HIP 79346,11.10,4.30,,,0.223,-4.740,1830.62400,2008
HD 145457,b,Radial Velocity,176.30000000,0.760000,0.112000,,2.90000,,,,0,242.516312,26.742750,126.10,6.566,,,,HD 145457,HIP 79219,,5.00,,,,,921.66800,2010
HD 1461,b,Radial Velocity,5.77270000,0.063438,0.140000,,0.02400,,,,0,4.674448,-8.053001,23.40,6.460,5765.00,1.02,1.11,HD 1461,HIP 1499,-10.50,4.50,0.075,,0.156,-5.030,7.60000,2009
HD 1461,c,Radial Velocity,13.50500000,0.111700,0.000000,,0.01860,,,,0,4.674448,-8.053001,23.40,6.460,5765.00,1.02,1.11,HD 1461,HIP 1499,-10.50,4.50,0.075,,0.156,-5.030,5.91100,2011
HD 147018,b,Radial Velocity,44.23600000,0.238800,0.468600,,2.12000,,,,0,245.750610,-61.688763,42.68,8.301,,,,HD 147018,HIP 80250,-27.90,4.90,,,,,674.00000,2009
HD 147018,c,Radial Velocity,1008.00000000,1.922000,0.133000,,6.56000,,,,0,245.750610,-61.688763,42.68,8.301,,,,HD 147018,HIP 80250,-27.90,4.90,,,,,2080.00000,2009
HD 147513,b,Radial Velocity,528.40000000,1.320000,0.260000,,1.21000,,,,0,246.005371,-39.192982,12.87,5.390,,,,HD 147513,HIP 80337,12.60,4.40,,,0.291,-4.520,385.00000,2003
HD 148156,b,Radial Velocity,1027.00000000,2.450000,0.520000,,0.85000,,,,0,247.072006,-46.317623,53.05,7.689,,,,HD 148156,HIP 80680,-2.00,4.10,,,0.166,-4.910,270.14400,2009
HD 148427,b,Radial Velocity,331.50000000,0.930000,0.160000,,0.96000,,,,0,247.117294,-13.399640,59.28,6.895,,,,HD 148427,HIP 80687,-37.80,5.00,,,0.124,,310.00000,2009
HD 149026,b,Radial Velocity,2.87589110,0.042880,0.000000,0.36800,,0.813,0.85000,88.000,0,247.623413,38.347309,83.00,8.137,6160.00,1.34,1.54,HD 149026,HIP 80838,-18.10,4.00,0.481,,,,,2005
HD 149143,b,Radial Velocity,4.07200000,0.053000,0.016000,,1.33000,,,,0,248.212708,2.084832,63.49,7.893,,,,HD 149143,HIP 81022,,4.30,,,,,423.00000,2005
HD 149382,b,Radial Velocity,2.39100000,,0.000000,,15.50000,,,39.000,0,248.597229,-4.014449,76.51,,,,,HD 149382,HIP 81145,,1.50,,,,,4930.00000,2009
HD 1502,b,Radial Velocity,431.80000000,1.310000,0.101000,,3.10000,,,,0,4.821110,14.054755,167.50,8.342,,,,HD 1502,HIP 1547,,5.00,,,,,985.00000,2011
HD 150433,b,Radial Velocity,1096.20000000,1.930300,0.000000,,0.16800,,,,0,250.284225,-2.857277,29.55,7.210,,,,HD 150433,HIP 81681,-40.50,4.50,,,0.162,-4.980,53.39000,2011
HD 152079,b,Radial Velocity,2097.00000000,3.200000,0.600000,,3.00000,,,,0,253.373901,-46.332958,85.18,9.156,,,,HD 152079,HIP 82632,-21.50,4.60,,,,,953.45000,2010
HD 152581,b,Radial Velocity,689.00000000,1.480000,0.220000,,1.50000,,,,0,253.431595,11.973746,182.82,8.347,,,,HD 152581,HIP 82651,,5.00,,,,,477.00000,2011
HD 153950,b,Radial Velocity,499.40000000,1.280000,0.340000,,2.73000,,,,0,256.128632,-43.309769,51.87,7.390,,,,HD 153950,HIP 83547,33.00,3.80,,,,,867.63900,2008
HD 154088,b,Radial Velocity,18.59600000,0.131600,0.380000,,0.01930,,,,0,256.116028,-28.582678,18.08,6.580,,,,HD 154088,HIP 83541,14.20,5.10,,,0.166,-5.020,6.13400,2011
HD 154345,b,Radial Velocity,3342.00000000,4.190000,0.044000,,0.94700,,,,0,255.651688,47.081882,18.06,6.769,,,,HD 154345,HIP 83389,-47.30,4.00,,,0.183,-4.910,300.97200,2006
HD 154672,b,Radial Velocity,163.90000000,0.600000,0.610000,,5.02000,,,,0,257.520477,-56.449268,65.79,8.204,,,,HD 154672,HIP 83983,,4.30,,,,,1600.00000,2008
HD 154857,b,Radial Velocity,409.00000000,1.200000,0.470000,,1.80000,,,,0,257.815521,-56.680798,68.54,7.238,,,,HD 154857,HIP 84069,27.90,4.50,,,0.142,-5.140,570.00000,2004
HD 155358,b,Radial Velocity,194.30000000,0.640000,0.170000,,0.85000,,,,0,257.394226,33.355854,43.40,7.270,,,,HD 155358,HIP 83949,-9.10,4.00,,,,,270.00000,2007
HD 155358,c,Radial Velocity,391.90000000,1.020000,0.160000,,0.82000,,,,0,257.394226,33.355854,43.40,7.270,,,,HD 155358,HIP 83949,-9.10,4.00,,,,,261.00000,2007
HD 156279,b,Radial Velocity,131.05000000,0.495000,0.708000,,9.71000,,,,0,258.096680,63.352093,35.37,8.077,,,,HD 156279,HIP 84171,,5.00,,,0.155,-5.060,3086.00000,2011
HD 156411,b,Radial Velocity,842.00000000,,,,0.75000,,,,0,259.964172,-48.549320,55.10,6.673,,,,HD 156411,HIP 84787,-39.10,4.10,,,0.160,,238.36246,2009
HD 156668,b,Radial Velocity,4.64550000,0.050000,0.000000,,0.01300,,,,0,259.418701,29.227226,24.05,8.424,,,,HD 156668,HIP 84607,,5.30,,,0.194,,4.15000,2010
HD 156846,b,Radial Velocity,359.55460000,1.096000,0.847850,,10.57000,,,,0,260.142944,-19.333746,49.00,6.520,,,,HD 156846,HIP 84856,-68.80,4.10,,,,,3359.32000,2007
HD 157172,b,Radial Velocity,104.84000000,0.416000,0.460000,,0.12000,,,,0,260.644012,-19.616180,33.48,7.859,,,,HD 157172,HIP 85017,-79.40,4.80,,,0.177,-4.960,38.10000,2011
HD 158038,b,Radial Velocity,521.00000000,1.520000,0.291000,,1.80000,,,,0,261.439301,27.303341,114.15,7.464,,,,HD 158038,HIP 85294,,5.00,,,,,572.00000,2011
HD 159868,b,Radial Velocity,986.00000000,2.000000,0.690000,,1.70000,,,,0,264.748016,-43.145515,52.72,7.242,,,,HD 159868,HIP 86375,-23.50,4.50,,,0.148,-5.090,540.28800,2007
HD 160691,b,Radial Velocity,643.25000000,1.497000,0.128000,1.67600,,,,,0,266.036255,-51.834053,15.28,5.150,,,,HD 160691,HIP 86796,-6.90,4.30,,,0.159,-5.020,,2001
HD 160691,c,Radial Velocity,4205.80000000,5.235000,0.098500,,1.81400,,,,0,266.036255,-51.834053,15.28,5.150,,,,HD 160691,HIP 86796,-6.90,4.30,,,0.159,-5.020,576.51900,2004
HD 160691,d,Radial Velocity,9.63860000,0.090940,0.172000,0.03321,,,,,0,266.036255,-51.834053,15.28,5.150,,,,HD 160691,HIP 86796,-6.90,4.30,,,0.159,-5.020,,2004
HD 160691,e,Radial Velocity,310.55000000,0.921000,0.066600,0.52190,,,,,0,266.036255,-51.834053,15.28,5.150,,,,HD 160691,HIP 86796,-6.90,4.30,,,0.159,-5.020,,2007
HD 16141,b,Radial Velocity,75.52300000,0.363000,0.252000,,0.26000,,,,0,38.833035,-3.560602,35.91,6.818,,,,HD 16141,HIP 12048,-51.20,4.80,,,0.145,-5.110,82.60000,2000
HD 16175,b,Radial Velocity,990.00000000,2.100000,0.590000,,4.40000,,,,0,39.257961,42.062634,59.84,7.282,,,,HD 16175,HIP 12191,21.40,4.00,,,,,1398.00000,2007
HD 162020,b,Radial Velocity,8.42819800,0.074000,0.277000,,14.40000,,,,0,267.659821,-40.318348,31.26,9.118,,,,HD 162020,HIP 87330,-27.60,5.20,,,,,4580.00000,2002
HD 163607,b,Radial Velocity,75.22900000,0.360000,0.730000,,0.77000,,,,0,268.418732,56.391956,69.44,7.979,,,,HD 163607,HIP 87601,,4.50,,,,,245.00000,2011
HD 163607,c,Radial Velocity,1314.00000000,2.420000,0.120000,,2.29000,,,,0,268.418732,56.391956,69.44,7.979,,,,HD 163607,HIP 87601,,4.50,,,,,727.80000,2011
HD 16417,b,Radial Velocity,17.24000000,0.140000,0.200000,,0.06960,,,,0,39.244198,-34.577976,25.54,5.790,,,,HD 16417,HIP 12186,10.60,4.10,,,,,22.10000,2009
HD 164509,b,Radial Velocity,282.40000000,0.875000,0.260000,,0.48000,,,,0,270.380127,0.104556,51.81,8.103,,,,HD 164509,HIP 88268,13.30,4.20,,,,,153.00000,2011
HD 164604,b,Radial Velocity,606.40000000,1.300000,0.240000,,2.70000,,,,0,270.778900,-28.560644,37.98,9.827,,,,HD 164604,HIP 88414,7.20,5.20,,,,,858.10500,2010
HD 164922,b,Radial Velocity,1155.00000000,2.110000,0.050000,,0.36000,,,,0,270.628601,26.313002,21.92,6.990,,,,HD 164922,HIP 88348,20.20,4.90,,,0.158,-5.050,114.41400,2006
HD 166724,b,Radial Velocity,8100.00000000,,0.770000,4.12187,,,,,0,273.498657,-42.575375,42.99,9.344,,,,HD 166724,HIP 89354,-18.00,5.00,,,,,,2011
HD 167042,b,Radial Velocity,412.60000000,1.300000,0.027000,,1.70000,,,,0,272.631836,54.286552,50.00,5.940,,,,HD 167042,HIP 89047,,5.00,,,0.121,,540.00000,2007
